Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2005,2.72,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2006,2.7,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2007,3.06,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2008,9.56,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2009,10.01,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2010,9.48,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2011,9.29,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2012,8.93,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2013,9.26,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2014,9.51,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2015,9.51,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),4,Afghanistan,2016,9.51,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2000,7.61,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2001,12.31,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2002,7.8,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2003,6.43,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2004,8.8,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2005,16.98,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2006,20.21,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2007,18.95,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2008,14.09,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2009,14.36,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2010,6.56,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2011,10.55,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2012,17.1,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2013,5.64,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2014,6.63,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2015,6.69,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),8,Albania,2016,6.69,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2000,11.28,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2001,11.28,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2002,14.37,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2003,14.37,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2004,14.37,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2005,14.37,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2006,14.37,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2007,14.37,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2008,15.15,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2009,10.85,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2010,9.66,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2011,1.27,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2012,1.39,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2013,1.56,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2014,1.66,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2015,2.69,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),12,Algeria,2016,2.69,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2000,4.52,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2001,4.52,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2002,4.52,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2003,4.52,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2004,4.52,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2005,4.52,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2006,4.52,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2007,4.52,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2008,4.52,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2009,4.52,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2010,4.52,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2011,4.52,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2012,4.52,2012,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2013,4.52,2013,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2014,4.52,2014,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2015,3.76,2015,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),24,Angola,2016,3.37,2016,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2000,16.53,2000,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2001,23.82,2001,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2002,24.89,2002,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2003,19.82,2003,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2004,18.47,2004,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2005,38.5,2005,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2006,24.22,2006,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2007,19.92,2007,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2008,13.17,2008,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2009,13.88,2009,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2010,10.07,2010,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
9,9.b,9.b.1,NV_IND_TECH,Proportion of medium and high-tech industry value added in total value added (%),31,Azerbaijan,2011,12.49,2011,,,,UNIDO CIP 2018 Database. Available at https://stat.unido.org.,,M,PERCENT,G
